entity	entities
Khama	Khamas
Khomeini	Khomeinis
Khrushchev	Khrushchevs
Kidd	Kidds
Kierkegaard	Kierkegaards
Kieslowski	Kieslowskis
King	Kings
Kinsey	Kinseys
Kipling	Kiplings
Kirchhoff	Kirchhoffs
Kirchner	Kirchners
Kissinger	Kissingers
Kitchener	Kitcheners
Klaproth	Klaproths
Klee	Klees
Klein	Kleins
Kleist	Kleists
Klimt	Klimts
Kline	Klines
Klinefelter	Klinefelters
Klopstock	Klopstocks
Knox	Knoxes
Koch	Koches
Koestler	Koestlers
Konoe	Konoes
Konoye	Konoyes
Koopmans	Koopmanss
Korbut	Korbuts
Korchnoi	Korchnois
Korda	Kordas
Korzybski	Korzybskis
Kosciusko	Kosciuskoes
Kosciuszko	Kosciuszkoes
Koussevitzky	Koussevitzkys
Krafft-Ebing	Krafft-Ebings
Krasner	Krasners
Krebs	Krebss
Kreisler	Kreislers
Kroeber	Kroebers
Kronecker	Kroneckers
Kropotkin	Kropotkins
Kroto	Krotoes
Kruger	Krugers
Krupp	Krupps
Kubrick	Kubricks
Kuhn	Kuhns
Kuiper	Kuipers
Kurosawa	Kurosawas
Kutuzov	Kutuzovs
Kuznets	Kuznetss
Kyd	Kyds
Kid	Kids
Laban	Labans
Labrouste	Labroustes
Lachaise	Lachaises
Laffer	Laffers
Laffite	Laffites
Lafitte	Lafittes
Lamarck	Lamarcks
Lamb	Lambs
Elia	Elias
Lambert	Lamberts
Lancelot	Lancelots
Land	Lands
Landau	Landaus
Landowska	Landowskas
Landsteiner	Landsteiners
Laney	Laneys
Lange	Langes
Langley	Langleys
Langmuir	Langmuirs
Langtry	Langtrys
Lao-tzu	Lao-tzus
Lao-tse	Lao-tses
Lao-zi	Lao-zis
Laplace	Laplaces
Lardner	Lardners
Larousse	Larousses
LaSalle	LaSalles
Lasso	Lassoes
Latrobe	Latrobes
Lauder	Lauders
Laughton	Laughtons
Laurel	Laurels
Laurens	Laurenss
Laver	Lavers
Lavoisier	Lavoisiers
Laurentius	Laurentiuss
Leacock	Leacocks
Leakey	Leakeys
Leary	Learys
Ledbetter	Ledbetters
Leadbelly	Leadbellys
Lee	Lees
Leger	Legers
Lehar	Lehars
Leibniz	Leibnizs
Leibnitz	Leibnitzs
Leigh	Leighs
Lemaitre	Lemaitres
Lemmon	Lemmons
Lenard	Lenards
Lendl	Lendls
L'Enfant	L'Enfants
Lenin	Lenins
Lennon	Lennons
Leonard	Leonards
Leonardo	Leonardoes
Leonidas	Leonidass
Leontief	Leontiefs
Lermontov	Lermontovs
Lerner	Lerners
Lesseps	Lessepss
Lessing	Lessings
Leuwenhoek	Leuwenhoeks
Leeuwenhoek	Leeuwenhoeks
Levi-Strauss	Levi-Strausses
Lewis	Lewiss
Libby	Libbys
Lichtenstein	Lichtensteins
Lie	Lies
Liliuokalani	Liliuokalanis
Lillie	Lillies
Lin	Lins
Lind	Linds
Lindbergh	Lindberghs
Lindsay	Lindsays
Linnaeus	Linnaeuss
Lipchitz	Lipchitzs
Lipmann	Lipmanns
Lippi	Lippis
Lippmann	Lippmanns
Lipscomb	Lipscombs
Lister	Listers
Liston	Listons
Liszt	Liszts
Littre	Littres
Livermore	Livermores
Livingston	Livingstons
Livingstone	Livingstones
Livy	Livys
Lloyd	Lloyds
Lobachevsky	Lobachevskys
Locke	Lockes
Lodge	Lodges
Loeb	Loebs
Loewe	Loewes
Loewi	Loewis
Longfellow	Longfellows
Loos	Looss
Loren	Lorens
Lorentz	Lorentzs
Lorenz	Lorenzs
Lorre	Lorres
Louis	Louiss
Lovelace	Lovelaces
Lovell	Lovells
Low	Lows
Lowell	Lowells
Lowry	Lowrys
Lozier	Loziers
Lubitsch	Lubitsches
Lucas	Lucass
Lucullus	Luculluss
Luce	Luces
Lucretius	Lucretiuss
Luculus	Luculuss
Lugosi	Lugosis
Lully	Lullys
Lulli	Lullis
Lunt	Lunts
Luther	Luthers
Lutyens	Lutyenss
Lyly	Lylys
Lysander	Lysanders
Lysenko	Lysenkoes
Lysimachus	Lysimachuss
Lysippus	Lysippuss
Lytton	Lyttons
Bulwer-Lytton	Bulwer-Lyttons
MacArthur	MacArthurs
Macaulay	Macaulays
Macbeth	Macbeths
MacDowell	MacDowells
MacGregor	MacGregors
Mach	Maches
Machiavelli	Machiavellis
MacLeish	MacLeishes
Macleod	Macleods
Madonna	Madonnas
Maeterlinck	Maeterlincks
Magellan	Magellans
Maginot	Maginots
Magritte	Magrittes
Mahan	Mahans
Mahler	Mahlers
Mailer	Mailers
Maillol	Maillols
Maimonides	Maimonidess
Maintenon	Maintenons
Maitland	Maitlands
Major	Majors
Malamud	Malamuds
Malebranche	Malebranches
Malevich	Maleviches
Malinowski	Malinowskis
Mallarme	Mallarmes
Mallon	Mallons
Malone	Malones
Malory	Malorys
Malpighi	Malpighis
Malraux	Malrauxes
Malthus	Malthuss
Mamet	Mamets
Mandela	Mandelas
Mandelbrot	Mandelbrots
Mandelstam	Mandelstams
Mandelshtam	Mandelshtams
Manes	Maness
Manet	Manets
Mann	Manns
Mansart	Mansarts
Manson	Mansons
Mantegna	Mantegnas
Mantell	Mantells
Mantle	Mantles
Manzoni	Manzonis
Mao	Maos
Marat	Marats
Marceau	Marceaux
Marciano	Marcianoes
Marconi	Marconis
Marcuse	Marcuses
Marini	Marinis
Marino	Marinoes
Markova	Markovas
Markov	Markovs
Markoff	Markoffs
Marks	Markss
Marley	Marleys
Marquand	Marquands
Marquis	Marquiss
Marsh	Marshes
Marshall	Marshalls
Marstan	Marstans
Marti	Martis
Martial	Martials
Martin	Martins
Marvell	Marvells
Marx	Marxes
Groucho	Grouchoes
Chico	Chicoes
Harpo	Harpoes
Zeppo	Zeppoes
Mary	Marys
Masefield	Masefields
Masoud	Masouds
Massasoit	Massasoits
Massenet	Massenets
Massine	Massines
Masters	Masterss
Mathias	Mathiass
Matisse	Matisses
Levi	Levis
Maugham	Maughams
Mauldin	Mauldins
Maupassant	Maupassants
Mauriac	Mauriacs
Maurois	Maurois
Maxim	Maxims
Maximian	Maximians
Herculius	Herculiuss
Maxwell	Maxwells
Mayakovski	Mayakovskis
Mayer	Mayers
Mays	Mayss
Mazzini	Mazzinis
McCarthy	McCarthys
McCartney	McCartneys
McCauley	McCauleys
McCormick	McCormicks
McCullers	McCullerss
McGraw	McGraws
McGuffey	McGuffeys
McKim	McKims
McLuhan	McLuhans
McMaster	McMasters
McPherson	McPhersons
Mead	Meads
Meade	Meades
Meany	Meanys
Medawar	Medawars
Mutsuhito	Mutsuhitoes
Meir	Meirs
Meissner	Meissners
Meitner	Meitners
Melanchthon	Melanchthons
Melba	Melbas
Melchior	Melchiors
Mellon	Mellons
Melville	Melvilles
Menander	Menanders
Mencken	Menckens
Mendel	Mendels
Mendeleyev	Mendeleyevs
Mendeleev	Mendeleevs
Mendelsohn	Mendelsohns
Mendelssohn	Mendelssohns
Meniere	Menieres
Menninger	Menningers
Menotti	Menottis
Menuhin	Menuhins
Mercator	Mercators
Mercer	Mercers
Merckx	Merckxes
Mercouri	Mercouris
Meredith	Merediths
Mergenthaler	Mergenthalers
Merlin	Merlins
Merman	Mermen
Merton	Mertons
Mesmer	Mesmers
Metchnikoff	Metchnikoffs
Metchnikov	Metchnikovs
Metternich	Metterniches
Meyerbeer	Meyerbeers
Meyerhof	Meyerhofs
Michelangelo	Michelangeloes
Michelson	Michelsons
Michener	Micheners
Middleton	Middletons
Milhaud	Milhauds
Mill	Mills
Millais	Millaiss
Millay	Millays
Miller	Millers
Millet	Millets
Millikan	Millikans
Mills	Millss
Milne	Milnes
Miltiades	Miltiadess
Milton	Miltons
Minkowski	Minkowskis
Minuit	Minuits
Minnewit	Minnewits
Mirabeau	Mirabeaux
Miro	Miroes
Mitchell	Mitchells
Mitchum	Mitchums
Mitford	Mitfords
Mithridates	Mithridatess
Mitterrand	Mitterrands
Mobius	Mobiuss
Modigliani	Modiglianis
Mohammed	Mohammeds
Mohammad	Mohammads
Muhammad	Muhammads
Mahomet	Mahomets
Mahound	Mahounds
Mohorovicic	Mohorovicics
Moliere	Molieres
Molnar	Molnars
Mommsen	Mommsens
Mondrian	Mondrians
Monet	Monets
Monk	Monks
Monnet	Monnets
Monod	Monods
Montagu	Montagus
Montaigne	Montaignes
Montespan	Montespans
Montesquieu	Montesquieu
Montessori	Montessoris
Monteverdi	Monteverdis
Montez	Montezs
Montfort	Montforts
Montgolfier	Montgolfiers
Moody	Moodys
Moore	Moores
More	Mores
Morley	Morleys
Morris	Morriss
Morrison	Morrisons
Mortimer	Mortimers
Morton	Mortons
Mosander	Mosanders
Moses	Mosess
Mossbauer	Mossbauers
Motherwell	Motherwells
Mott	Motts
Moynihan	Moynihans
Mubarak	Mubaraks
Muir	Muirs
Muller	Mullers
Regiomontanus	Regiomontanuss
Munch	Munches
Munchhausen	Munchhausens
Munchausen	Munchausens
Munro	Munroes
Saki	Sakis
Murdoch	Murdoches
Murillo	Murilloes
Murrow	Murrows
Musial	Musials
Musset	Mussets
Mussolini	Mussolinis
Mussorgsky	Mussorgskys
Moussorgsky	Moussorgskys
Muybridge	Muybridges
Myrdal	Myrdals
Nabokov	Nabokovs
Naismith	Naismiths
Nanak	Nanaks
Nansen	Nansens
Naomi	Naomis
Noemi	Noemis
Napier	Napiers
Bonaparte	Bonapartes
Nash	Nashes
Nast	Nasts
Nation	Nations
Natta	Nattas
Sanchez	Sanchezs
Carlos	Carloss
Salim	Salims
Navratilova	Navratilovas
Nazimova	Nazimovas
Nebuchadnezzar	Nebuchadnezzars
Nebuchadrezzar	Nebuchadrezzars
Nimrod	Nimrods
Neel	Neels
Nefertiti	Nefertitis
Nehru	Nehrus
Nelson	Nelsons
Nernst	Nernsts
Nero	Neroes
Neruda	Nerudas
Reyes	Reyess
Nervi	Nervis
Nerva	Nervas
Nestorius	Nestoriuss
Nevelson	Nevelsons
Newcomb	Newcombs
Newman	Newmen
Newton	Newtons
Ney	Neys
Nicholas	Nicholass
Nicklaus	Nicklauss
Nicolson	Nicolsons
Niebuhr	Niebuhrs
Nielsen	Nielsens
Nietzsche	Nietzsches
Nightingale	Nightingales
Nijinsky	Nijinskys
Nilsson	Nilssons
Nimitz	Nimitzs
Nixon	Nixons
Noah	Noahs
Nobel	Nobels
Noether	Noethers
Noguchi	Noguchis
Norris	Norriss
Norrish	Norrishes
Northrop	Northrops
Nostradamus	Nostradamuss
Noyes	Noyess
Nuffield	Nuffields
Nureyev	Nureyevs
Oakley	Oakleys
Oates	Oatess
O'Brien	O'Briens
O'Casey	O'Caseys
Occam	Occams
Ockham	Ockhams
Ochoa	Ochoas
Ochs	Ochss
O'Connor	O'Connors
Odets	Odetss
Odoacer	Odoacers
Odovacar	Odovacars
Odovakar	Odovakars
Oersted	Oersteds
Offenbach	Offenbaches
O'Flaherty	O'Flahertys
O'Hara	O'Haras
Ohm	Ohms
O'Keeffe	O'Keeffes
Oken	Okens
Okenfuss	Okenfusses
Oldenburg	Oldenburgs
Oldfield	Oldfields
Oliver	Olivers
Olivier	Oliviers
Olmsted	Olmsteds
Ondaatje	Ondaatjes
O'Neill	O'Neills
Ono	Onoes
Onsager	Onsagers
Oort	Oorts
Opel	Opels
Oppenheimer	Oppenheimers
Orbison	Orbisons
Orczy	Orczys
Orff	Orffs
Origen	Origens
Ormandy	Ormandys
Orozco	Orozcoes
Orr	Orrs
Ortega	Ortegas
Orwell	Orwells
Osborne	Osbornes
Ostwald	Ostwalds
Oswald	Oswalds
O'Toole	O'Tooles
Ovid	Ovids
Owen	Owens
Owens	Owenss
Ozawa	Ozawas
Paderewski	Paderewskis
Paganini	Paganinis
Page	Pages
Paget	Pagets
Pahlevi	Pahlevis
Paige	Paiges
Paine	Paines
Palestrina	Palestrinas
Palgrave	Palgraves
Palladio	Palladios
Palmer	Palmers
Panini	Paninis
Panofsky	Panofskys
Paracelsus	Paracelsuss
Pareto	Paretoes
Park	Parks
Parker	Parkers
Parkinson	Parkinsons
Parks	Parkss
Parmenides	Parmenidess
Parnell	Parnells
Parr	Parrs
Parrish	Parrishes
Parsons	Parsonss
Pasternak	Pasternaks
Pasteur	Pasteurs
Paton	Patons
Patrick	Patricks
Paul	Pauls
Saul	Sauls
Pauli	Paulis
Pauling	Paulings
Pavarotti	Pavarottis
Pavlov	Pavlovs
Pavlova	Pavlovas
Paxton	Paxtons
Peabody	Peabodys
Peary	Pearys
Peel	Peels
Pei	Peis
Peirce	Peirces
Pelagius	Pelagiuss
Pepin	Pepins
Pepys	Pepyss
Percy	Percys
Hotspur	Hotspurs
Pericles	Pericless
Peron	Perons
Perry	Perrys
Pershing	Pershings
Perutz	Perutzs
Peter	Peters
Petrarch	Petrarches
Petrarca	Petrarcas
Petronius	Petroniuss
Phidias	Phidiass
Pheidias	Pheidiass
Philip	Philips
Phintias	Phintiass
Pythias	Pythiass
Photius	Photiuss
Piaf	Piafs
Piaget	Piagets
Pickett	Picketts
Pickford	Pickfords
Pierce	Pierces
Picasso	Picassoes
Pilate	Pilates
Pincus	Pincuss
Pindar	Pindars
Pinter	Pinters
Pirandello	Pirandelloes
Piston	Pistons
Pitman	Pitmen
Pitt	Pitts
Pizarro	Pizarroes
Planck	Plancks
Plath	Plaths
Plato	Platoes
Pliny	Plinys
Plotinus	Plotinuss
Plutarch	Plutarches
Pocahontas	Pocahontass
Matoaka	Matoakas
Poe	Poes
Poitier	Poitiers
Polk	Polks
Pollack	Pollacks
Pollock	Pollocks
Polo	Poloes
Polycarp	Polycarps
Pompadour	Pompadours
Pons	Ponss
Ponselle	Ponselles
Pontiac	Pontiacs
Pope	Popes
Popper	Poppers
Porter	Porters
Post	Posts
Potemkin	Potemkins
Potyokin	Potyokins
Poulenc	Poulencs
Pound	Pounds
Poussin	Poussins
Powell	Powells
Wahunsonacock	Wahunsonacocks
Powys	Powyss
Presley	Presleys
Priam	Priams
Price	Prices
Priestley	Priestleys
Prokhorov	Prokhorovs
Prokofiev	Prokofievs
Proudhon	Proudhons
Proust	Prousts
Puccini	Puccinis
Pugin	Pugins
Pulitzer	Pulitzers
Purcell	Purcells
Purkinje	Purkinjes
Pusey	Puseys
Pushkin	Pushkins
Putin	Putins
Pyle	Pyles
Pynchon	Pynchons
Pyrrhus	Pyrrhuss
Pythagoras	Pythagorass
Qaddafi	Qaddafis
Qadhafi	Qadhafis
Khadafy	Khadafys
Gaddafi	Gaddafis
Quincy	Quincys
Quine	Quines
Rabelais	Rabelaiss
Rachel	Rachels
Rachmaninoff	Rachmaninoffs
Rachmaninov	Rachmaninovs
Radhakrishnan	Radhakrishnans
Raffles	Raffless
Rain-in-the-Face	Rains-in-the-Face
Ralegh	Raleghs
Rameau	Rameaux
Rameses	Ramesess
Ramesses	Ramessess
Ramses	Ramsess
Rankin	Rankins
Rask	Rasks
Rasmussen	Rasmussens
Rasputin	Rasputins
Rattigan	Rattigans
Ravel	Ravels
Rayleigh	Rayleighs
Reagan	Reagans
Reaumur	Reaumurs
Rebecca	Rebeccas
Rebekah	Rebekahs
Redford	Redfords
Reed	Reeds
Rehnquist	Rehnquists
Reichstein	Reichsteins
Reid	Reids
Reiter	Reiters
Rembrandt	Rembrandts
Renoir	Renoirs
Respighi	Respighis
Revere	Reveres
Reynolds	Reynoldss
Ricardo	Ricardoes
Rice	Rices
Richards	Richardss
Richardson	Richardsons
Richelieu	Richelieu
Richler	Richlers
Rickenbacker	Rickenbackers
Rickover	Rickovers
Riemann	Riemanns
Riesman	Riesmen
Riley	Rileys
Rilke	Rilkes
Rimbaud	Rimbauds
Rimsky-Korsakov	Rimsky-Korsakovs
Rimski-Korsakov	Rimski-Korsakovs
Ringling	Ringlings
Rittenhouse	Rittenhouses
Rivera	Riveras
Robbins	Robbinss
Robert	Roberts
Roberts	Robertss
Robertson	Robertsons
Robeson	Robesons
Robespierre	Robespierres
Robinson	Robinsons
Rochambeau	Rochambeaux
Rock	Rocks
Rockefeller	Rockefellers
Rockingham	Rockinghams
Rockwell	Rockwells
Rodgers	Rodgerss
Rodin	Rodins
Roebling	Roeblings
Roentgen	Roentgens
Rontgen	Rontgens
Rogers	Rogerss
Roget	Rogets
Rollo	Rolloes
Rolf	Rolves
Hrolf	Hrolves
Romberg	Rombergs
Rommel	Rommels
Roosevelt	Roosevelts
FDR	FDRs
Ross	Rosses
Rossetti	Rossettis
Rossini	Rossinis
Rostand	Rostands
Roth	Roths
Rothko	Rothkoes
Rothschild	Rothschildren
Rous	Rouss
Rousseau	Rousseaux
Rubens	Rubenss
Rubinstein	Rubinsteins
Rundstedt	Rundstedts
Runyon	Runyons
Rupert	Ruperts
Rush	Rushes
Rushdie	Rushdies
Ruskin	Ruskins
Russell	Russells
A.E.	A.E.s
Rutherford	Rutherfords
Rutledge	Rutledges
Saarinen	Saarinens
Sabin	Sabins
Sacagawea	Sacagaweas
Sacajawea	Sacajaweas
Sacco	Saccoes
Sadat	Sadats
Sade	Sades
Saint-Saens	Saint-Saenss
Sakharov	Sakharovs
Saladin	Saladins
Salinger	Salingers
Salk	Salks
Salome	Salomes
Salomon	Salomons
Samuel	Samuels
Sand	Sands
Sandburg	Sandburgs
Sanger	Sangers
Sapir	Sapirs
Sappho	Sapphoes
Sarah	Sarahs
Sarazen	Sarazens
Sargent	Sargents
Sarnoff	Sarnoffs
Saroyan	Saroyans
Sartre	Sartres
Satie	Saties
Savonarola	Savonarolas
Sax	Saxes
Sayers	Sayerss
Scheele	Scheeles
Schiaparelli	Schiaparellis
Schiller	Schillers
Schleiden	Schleidens
Schlesinger	Schlesingers
Schliemann	Schliemanns
Schmidt	Schmidts
Schnabel	Schnabels
Schonbein	Schonbeins
Schonberg	Schonbergs
Schoenberg	Schoenbergs
Schoolcraft	Schoolcrafts
Schopenhauer	Schopenhauers
Schrodinger	Schrodingers
Schubert	Schuberts
Schulz	Schulzs
Schumann	Schumanns
Schumann-Heink	Schumann-Heinks
Schumpeter	Schumpeters
Schwann	Schwanns
Schweitzer	Schweitzers
Scipio	Scipios
Scopes	Scopess
Scorsese	Scorsese
Scott	Scotts
Scriabin	Scriabins
Scribe	Scribes
Scripps	Scrippss
Seaborg	Seaborgs
Seaman	Seamen
Seeger	Seegers
Segal	Segals
Segovia	Segovias
Seles	Seless
Seleucus	Seleucuss
Selkirk	Selkirks
Selcraig	Selcraigs
Sellers	Sellerss
Selznick	Selznicks
Senefelder	Senefelders
Sennacherib	Sennacheribs
Sennett	Sennetts
Sequoya	Sequoyas
Sequoyah	Sequoyahs
Serkin	Serkins
Serra	Serras
Service	Services
Sessions	Sessionss
Seton	Setons
Seurat	Seurats
Seward	Sewards
Sexton	Sextons
Seymour	Seymours
Shahn	Shahns
Shakespeare	Shakespeares
Shakspere	Shaksperes
Shankar	Shankars
Shannon	Shannons
Shapley	Shapleys
Shaw	Shaws
Shawn	Shawns
Shearer	Shearers
Shelley	Shelleys
Shepard	Shepards
Sheridan	Sheridans
Sherrington	Sherringtons
Sherwood	Sherwoods
Shevchenko	Shevchenkoes
Shirer	Shirers
Shockley	Shockleys
Shostakovich	Shostakoviches
Shute	Shutes
Sibelius	Sibeliuss
Siddons	Siddonss
Sidney	Sidneys
Siemens	Siemenss
Sikorsky	Sikorskys
Sills	Sillss
Silverstein	Silversteins
Simenon	Simenons
Simon	Simons
Simpson	Simpsons
Sinatra	Sinatras
Sinclair	Sinclairs
Singer	Singers
Siqueiros	Siqueiross
Siraj-ud-daula	Siraj-ud-daulas
Sitter	Sitters
Sitwell	Sitwells
Skeat	Skeats
Skinner	Skinners
Smalley	Smalleys
Smetana	Smetanas
Smith	Smiths
Smollett	Smolletts
Smuts	Smutss
Snead	Sneads
Snellen	Snellens
Snow	Snows
Socinus	Socinuss
Socrates	Socratess
Soddy	Soddys
Solomon	Solomons
Solvay	Solvays
Solzhenitsyn	Solzhenitsyns
Sondheim	Sondheims
Sontag	Sontags
Sophocles	Sophocless
Sorensen	Sorensens
Soufflot	Soufflots
Sousa	Sousas
Southey	Southeys
Soutine	Soutines
Spallanzani	Spallanzanis
Spark	Sparks
Spassky	Spasskys
Speer	Speers
Speke	Spekes
Spencer	Spencers
Spender	Spenders
Spengler	Spenglers
Spenser	Spensers
Sperry	Sperrys
Spielberg	Spielbergs
Spillane	Spillanes
Spinoza	Spinozas
Spock	Spocks
Stael	Staels
Stalin	Stalins
Standish	Standishes
Stanislavsky	Stanislavskys
Stanley	Stanleys
Stanton	Stantons
Starr	Starrs
Starkey	Starkeys
Steele	Steeles
Steen	Steens
Steffens	Steffenss
Steichen	Steichens
Stein	Steins
Steinbeck	Steinbecks
Steinberg	Steinbergs
Steinem	Steinems
Steiner	Steiners
Steinman	Steinmen
Steinmetz	Steinmetzs
Steinway	Steinways
Stella	Stellas
Steller	Stellers
Stendhal	Stendhals
Stengel	Stengels
Stephen	Stephens
Stephenson	Stephensons
Stern	Sterns
Sterne	Sternes
Steuben	Steubens
Stevens	Stevenss
Stevenson	Stevensons
Stewart	Stewarts
Stieglitz	Stieglitzs
Stilwell	Stilwells
Stockton	Stocktons
Stoker	Stokers
Stokowski	Stokowskis
Stone	Stones
Stopes	Stopess
Stoppard	Stoppards
Stowe	Stowes
Strachey	Stracheys
Stradivari	Stradivaris
Stradivarius	Stradivariuss
Strasberg	Strasbergs
Strauss	Strausses
Streep	Streeps
Streisand	Streisands
Strickland	Stricklands
Strindberg	Strindbergs
Stroheim	Stroheims
Stubbs	Stubbss
Stuyvesant	Stuyvesants
Styron	Styrons
Suckling	Sucklings
Sue	Sues
Suharto	Suhartoes
Sukarno	Sukarnoes
Sulla	Sullas
Sullivan	Sullivans
Sully	Sullys
Sumner	Sumners
Sunday	Sundays
Sutherland	Sutherlands
Sverdrup	Sverdrups
Swammerdam	Swammerdams
Swanson	Swansons
Swedenborg	Swedenborgs
Svedberg	Svedbergs
Sweet	Sweets
Swift	Swifts
Swinburne	Swinburnes
Sydenham	Sydenhams
Gerbert	Gerberts
Symonds	Symondss
Symons	Symonss
Synge	Synges
Szell	Szells
Szent-Gyorgyi	Szent-Gyorgyis
Szilard	Szilards
Tacitus	Tacituss
Taft	Tafts
Tagore	Tagores
Talbot	Talbots
Tallchief	Tallchiefs
Talleyrand	Talleyrands
Tallis	Talliss
Tamerlane	Tamerlanes
Tamburlaine	Tamburlaines
Timur	Timurs
Tamm	Tamms
Tancred	Tancreds
Tandy	Tandys
Taney	Taneys
Tange	Tanges
Tanguy	Tanguys
Tappan	Tappans
Tarantino	Tarantinoes
Tarbell	Tarbells
Tarkovsky	Tarkovskys
Tarquin	Tarquins
Tarquinius	Tarquiniuss
Tasman	Tasmen
Tasso	Tassoes
Tate	Tates
Tati	Tatis
Tatum	Tatums
Tawney	Tawneys
Taylor	Taylors
Tchaikovsky	Tchaikovskys
Teach	Teaches
Thatch	Thatches
Blackbeard	Blackbeards
Teasdale	Teasdales
Tebaldi	Tebaldis
Tecumseh	Tecumsehs
Tecumtha	Tecumthas
Telemann	Telemanns
Teller	Tellers
Tenniel	Tenniels
Tennyson	Tennysons
Terence	Terences
Teresa	Teresas
Theresa	Theresas
Tereshkova	Tereshkovas
Terry	Terrys
Tertullian	Tertullians
Tesla	Teslas
Thackeray	Thackerays
Thales	Thaless
Tharp	Tharps
Thatcher	Thatchers
Themistocles	Themistocless
Theodosius	Theodosiuss
Theophrastus	Theophrastuss
Thespis	Thespiss
Thomas	Thomass
Thompson	Thompsons
Thomson	Thomsons
Thoreau	Thoreaux
Thorndike	Thorndikes
Thornton	Thorntons
Thorpe	Thorpes
Thucydides	Thucydidess
Thurber	Thurbers
Tiberius	Tiberiuss
Tiepolo	Tiepoloes
Tiffany	Tiffanys
Tilden	Tildens
Tillich	Tilliches
Timothy	Timothys
Tinbergen	Tinbergens
Tintoretto	Tintorettoes
Titian	Titians
Tito	Titoes
Tobey	Tobeys
Tobin	Tobins
Tocqueville	Tocquevilles
Tojo	Tojoes
Toklas	Toklass
Tolkien	Tolkiens
Tolstoy	Tolstoys
Tombaugh	Tombaughs
Torquemada	Torquemadas
Torricelli	Torricellis
Toscanini	Toscaninis
Toulouse-Lautrec	Toulouse-Lautrecs
Tourette	Tourettes
Town	Towns
Townes	Towness
Townsend	Townsends
Toynbee	Toynbees
Tracy	Tracys
Tradescant	Tradescants
Trajan	Trajans
Traubel	Traubels
Tree	Trees
Trevelyan	Trevelyans
Trevino	Trevinoes
Supermex	Supermexes
Trevithick	Trevithicks
Trilling	Trillings
Trollope	Trollopes
Trotsky	Trotskys
Truffaut	Truffauts
Truman	Trumen
Trumbo	Trumboes
Trumbull	Trumbulls
Truth	Truths
Tubman	Tubmen
Tuchman	Tuchmen
Tucker	Tuckers
Tunney	Tunneys
Turgenev	Turgenevs
Turgot	Turgots
Turing	Turings
Turner	Turners
Turpin	Turpins
Tussaud	Tussauds
Tutankhamen	Tutankhamens
Tutu	Tutus
Tyndale	Tyndales
Tindale	Tindales
Tindal	Tindals
Tyndall	Tyndalls
Tyson	Tysons
Tzara	Tzaras
Uhland	Uhlands
Ulanova	Ulanovas
Ulfilas	Ulfilass
Ulfila	Ulfilas
Wulfila	Wulfilas
ultramontane	ultramontanes
Undset	Undsets
Untermeyer	Untermeyers
Updike	Updikes
Upjohn	Upjohns
Odo	Odoes
Otho	Othoes
Urey	Ureys
Uriah	Uriahs
Ussher	Usshers
Usher	Ushers
Ustinov	Ustinovs
Utrillo	Utrilloes
Vanbrugh	Vanbrughs
Vanderbilt	Vanderbilts
Vandyke	Vandykes
Gogh	Goghs
Vanzetti	Vanzettis
Varese	Varese
Vargas	Vargass
Varro	Varroes
Vasarely	Vasarelys
Vasari	Vasaris
Vaughan	Vaughans
Vaux	Vauxes
Veblen	Veblens
Velazquez	Velazquezs
Venn	Venns
Ventner	Ventners
Venturi	Venturis
Verdi	Verdis
Verlaine	Verlaines
Vermeer	Vermeers
Verne	Vernes
Verner	Verners
Vernier	Verniers
Veronese	Veronese
Verrazano	Verrazanoes
Verrazzano	Verrazzanoes
Versace	Versaces
Verwoerd	Verwoerds
Vesalius	Vesaliuss
Vesey	Veseys
Vespasian	Vespasians
Vespucci	Vespuccis
Vestris	Vestriss
Vidal	Vidals
Vigee-Lebrun	Vigee-Lebruns
Villa	Villas
Villa-Lobos	Villa-Loboss
Villard	Villards
Villon	Villons
Vinogradoff	Vinogradoffs
Vinson	Vinsons
Virchow	Virchows
Virgil	Virgils
Vergil	Vergils
Visconti	Viscontis
Vitus	Vituss
Vivaldi	Vivaldis
Vizcaino	Vizcainoes
Vlaminck	Vlamincks
Voltaire	Voltaires
Arouet	Arouets
Vonnegut	Vonneguts
Neumann	Neumanns
Voznesenski	Voznesenskis
Vuillard	Vuillards
Wade	Wades
Waite	Waites
Wajda	Wajdas
Waldheim	Waldheims
Walesa	Walesas
Walker	Walkers
Wallace	Wallaces
Wallenstein	Wallensteins
Waller	Wallers
Walpole	Walpoles
Walter	Walters
Walton	Waltons
Wanamaker	Wanamakers
Warburg	Warburgs
Ward	Wards
Warhol	Warhols
Warner	Warners
Warren	Warrens
Warwick	Warwicks
Kingmaker	Kingmakers
Waters	Waterss
Watson	Watsons
Watt	Watts
Watteau	Watteaux
Watts	Wattss
Waugh	Waughs
Wavell	Wavells
Wayne	Waynes
Webb	Webbs
Weber	Webers
Webster	Websters
Wegener	Wegeners
Weil	Weils
Weill	Weills
Weinberg	Weinbergs
Weismann	Weismanns
Weizmann	Weizmanns
Weld	Welds
Welles	Welless
Wells	Wellss
Welty	Weltys
Werfel	Werfels
Wernicke	Wernickes
Wesley	Wesleys
Westinghouse	Westinghouses
Weston	Westons
Wharton	Whartons
Wheatley	Wheatleys
Wheatstone	Wheatstones
Wheeler	Wheelers
Whistler	Whistlers
Whitehead	Whiteheads
Whitman	Whitmen
Whittier	Whittiers
